length,p_a,SpinGlass,Magnetization
127.0,$1/n^2$,0.09448818897637795,0.00012303149606299212
127.0,$1/n^2$,0.2204724409448819,0.00024606299212598425
127.0,$1/n^2$,-0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,-0.09448818897637795,0.0013533464566929134
127.0,$1/n^2$,0.031496062992125984,0.0004921259842519685
127.0,$1/n^2$,-0.06299212598425197,0.0006151574803149606
127.0,$1/n^2$,-0.09448818897637795,0.0004921259842519685
127.0,$1/n^2$,0.0,0.00024606299212598425
127.0,$1/n^2$,0.0,0.00036909448818897637
127.0,$1/n^2$,0.0,0.0011072834645669291
127.0,$1/n^2$,0.0,0.0006151574803149606
127.0,$1/n^2$,-0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,-0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,0.09448818897637795,0.00036909448818897637
127.0,$1/n^2$,-0.031496062992125984,0.0008612204724409449
127.0,$1/n^2$,0.06299212598425197,0.0007381889763779527
127.0,$1/n^2$,-0.12598425196850394,0.0007381889763779527
127.0,$1/n^2$,0.0,0.0006151574803149606
127.0,$1/n^2$,0.0,0.0011072834645669291
127.0,$1/n^2$,-0.031496062992125984,0.0004921259842519685
127.0,$1/n^2$,-0.15748031496062992,0.00024606299212598425
127.0,$1/n^2$,-0.031496062992125984,0.0012303149606299212
127.0,$1/n^2$,0.031496062992125984,0.0004921259842519685
127.0,$1/n^2$,-0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,-0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,0.06299212598425197,0.0015994094488188976
127.0,$1/n^2$,0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,0.0,0.00024606299212598425
127.0,$1/n^2$,-0.09448818897637795,0.00024606299212598425
127.0,$1/n^2$,-0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,-0.031496062992125984,0.0012303149606299212
127.0,$1/n^2$,0.031496062992125984,0.0017224409448818897
127.0,$1/n^2$,-0.031496062992125984,0.00024606299212598425
127.0,$1/n^2$,0.031496062992125984,0.0
127.0,$1/n^2$,0.0,0.0004921259842519685
127.0,$1/n^2$,-0.031496062992125984,0.000984251968503937
127.0,$1/n^2$,-0.12598425196850394,0.0004921259842519685
127.0,$1/n^2$,-0.031496062992125984,0.00024606299212598425
127.0,$1/n^2$,-0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,0.0,0.00036909448818897637
127.0,$1/n^2$,-0.09448818897637795,0.00024606299212598425
127.0,$1/n^2$,0.0,0.000984251968503937
127.0,$1/n^2$,-0.09448818897637795,0.00036909448818897637
127.0,$1/n^2$,0.1889763779527559,0.00024606299212598425
127.0,$1/n^2$,-0.06299212598425197,0.0013533464566929134
127.0,$1/n^2$,-0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,-0.031496062992125984,0.0008612204724409449
127.0,$1/n^2$,0.031496062992125984,0.0011072834645669291
127.0,$1/n^2$,-0.2204724409448819,0.00024606299212598425
127.0,$1/n^2$,0.06299212598425197,0.0004921259842519685
127.0,$1/n^2$,0.06299212598425197,0.0015994094488188976
127.0,$1/n^2$,-0.2204724409448819,0.00036909448818897637
127.0,$1/n^2$,-0.12598425196850394,0.0014763779527559055
127.0,$1/n^2$,-0.031496062992125984,0.0
127.0,$1/n^2$,-0.06299212598425197,0.0006151574803149606
127.0,$1/n^2$,0.031496062992125984,0.0011072834645669291
127.0,$1/n^2$,0.0,0.0
127.0,$1/n^2$,0.12598425196850394,0.00012303149606299212
127.0,$1/n^2$,0.15748031496062992,0.0
127.0,$1/n^2$,-0.06299212598425197,0.000984251968503937
127.0,$1/n^2$,0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,-0.1889763779527559,0.0014763779527559055
127.0,$1/n^2$,0.031496062992125984,0.0011072834645669291
127.0,$1/n^2$,0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.031496062992125984,0.0007381889763779527
127.0,$1/n^2$,0.09448818897637795,0.000984251968503937
127.0,$1/n^2$,-0.031496062992125984,0.0
127.0,$1/n^2$,0.06299212598425197,0.0011072834645669291
127.0,$1/n^2$,0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,0.06299212598425197,0.0011072834645669291
127.0,$1/n^2$,-0.15748031496062992,0.0008612204724409449
127.0,$1/n^2$,-0.09448818897637795,0.0008612204724409449
127.0,$1/n^2$,-0.09448818897637795,0.0007381889763779527
127.0,$1/n^2$,0.0,0.00012303149606299212
127.0,$1/n^2$,-0.12598425196850394,0.0007381889763779527
127.0,$1/n^2$,-0.15748031496062992,0.0011072834645669291
127.0,$1/n^2$,-0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,0.09448818897637795,0.00012303149606299212
127.0,$1/n^2$,0.0,0.0011072834645669291
127.0,$1/n^2$,-0.15748031496062992,0.0015994094488188976
127.0,$1/n^2$,-0.12598425196850394,0.0006151574803149606
127.0,$1/n^2$,0.0,0.0
127.0,$1/n^2$,-0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.1889763779527559,0.0011072834645669291
127.0,$1/n^2$,0.0,0.00012303149606299212
127.0,$1/n^2$,-0.09448818897637795,0.0004921259842519685
127.0,$1/n^2$,-0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,-0.06299212598425197,0.0004921259842519685
127.0,$1/n^2$,-0.06299212598425197,0.0012303149606299212
127.0,$1/n^2$,-0.06299212598425197,0.0011072834645669291
127.0,$1/n^2$,-0.09448818897637795,0.0008612204724409449
127.0,$1/n^2$,0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,0.06299212598425197,0.00036909448818897637
127.0,$1/n^2$,0.031496062992125984,0.00024606299212598425
127.0,$1/n^2$,-0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,0.15748031496062992,0.0007381889763779527
127.0,$1/n^2$,0.031496062992125984,0.0007381889763779527
127.0,$1/n^2$,-0.09448818897637795,0.0
127.0,$1/n^2$,-0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,-0.031496062992125984,0.0011072834645669291
127.0,$1/n^2$,0.031496062992125984,0.0
127.0,$1/n^2$,-0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,0.06299212598425197,0.0008612204724409449
127.0,$1/n^2$,-0.1889763779527559,0.00012303149606299212
127.0,$1/n^2$,-0.031496062992125984,0.0007381889763779527
127.0,$1/n^2$,0.15748031496062992,0.0006151574803149606
127.0,$1/n^2$,0.09448818897637795,0.00036909448818897637
127.0,$1/n^2$,0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.06299212598425197,0.00036909448818897637
127.0,$1/n^2$,0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.1889763779527559,0.0008612204724409449
127.0,$1/n^2$,0.0,0.00012303149606299212
127.0,$1/n^2$,0.031496062992125984,0.0004921259842519685
127.0,$1/n^2$,0.06299212598425197,0.0017224409448818897
127.0,$1/n^2$,0.09448818897637795,0.00012303149606299212
127.0,$1/n^2$,0.0,0.00024606299212598425
127.0,$1/n^2$,0.12598425196850394,0.001968503937007874
127.0,$1/n^2$,0.031496062992125984,0.00024606299212598425
127.0,$1/n^2$,-0.15748031496062992,0.00012303149606299212
127.0,$1/n^2$,0.12598425196850394,0.0
127.0,$1/n^2$,0.09448818897637795,0.00024606299212598425
127.0,$1/n^2$,0.06299212598425197,0.0004921259842519685
127.0,$1/n^2$,0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,-0.09448818897637795,0.0
127.0,$1/n^2$,-0.15748031496062992,0.0006151574803149606
127.0,$1/n^2$,-0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,-0.031496062992125984,0.0015994094488188976
127.0,$1/n^2$,0.15748031496062992,0.00036909448818897637
127.0,$1/n^2$,0.0,0.00012303149606299212
127.0,$1/n^2$,0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,0.031496062992125984,0.0008612204724409449
127.0,$1/n^2$,-0.1889763779527559,0.0006151574803149606
127.0,$1/n^2$,0.15748031496062992,0.00024606299212598425
127.0,$1/n^2$,0.12598425196850394,0.0008612204724409449
127.0,$1/n^2$,-0.09448818897637795,0.00036909448818897637
127.0,$1/n^2$,0.12598425196850394,0.0006151574803149606
127.0,$1/n^2$,0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,0.1889763779527559,0.00024606299212598425
127.0,$1/n^2$,-0.031496062992125984,0.0011072834645669291
127.0,$1/n^2$,-0.12598425196850394,0.0008612204724409449
127.0,$1/n^2$,0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.06299212598425197,0.00036909448818897637
127.0,$1/n^2$,0.0,0.0008612204724409449
127.0,$1/n^2$,0.0,0.00012303149606299212
127.0,$1/n^2$,-0.09448818897637795,0.0004921259842519685
127.0,$1/n^2$,0.06299212598425197,0.0007381889763779527
127.0,$1/n^2$,-0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,0.06299212598425197,0.0004921259842519685
127.0,$1/n^2$,0.15748031496062992,0.000984251968503937
127.0,$1/n^2$,0.09448818897637795,0.00024606299212598425
127.0,$1/n^2$,-0.09448818897637795,0.0004921259842519685
127.0,$1/n^2$,-0.12598425196850394,0.0014763779527559055
127.0,$1/n^2$,0.06299212598425197,0.0004921259842519685
127.0,$1/n^2$,-0.09448818897637795,0.00036909448818897637
127.0,$1/n^2$,-0.09448818897637795,0.0
127.0,$1/n^2$,0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,-0.06299212598425197,0.0
127.0,$1/n^2$,-0.031496062992125984,0.0007381889763779527
127.0,$1/n^2$,-0.06299212598425197,0.0011072834645669291
127.0,$1/n^2$,-0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,-0.1889763779527559,0.00036909448818897637
127.0,$1/n^2$,0.0,0.0004921259842519685
127.0,$1/n^2$,0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,-0.12598425196850394,0.00012303149606299212
127.0,$1/n^2$,-0.12598425196850394,0.0012303149606299212
127.0,$1/n^2$,0.031496062992125984,0.0008612204724409449
127.0,$1/n^2$,-0.15748031496062992,0.0015994094488188976
127.0,$1/n^2$,-0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,-0.15748031496062992,0.00036909448818897637
127.0,$1/n^2$,0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,-0.12598425196850394,0.0011072834645669291
127.0,$1/n^2$,-0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,0.09448818897637795,0.0007381889763779527
127.0,$1/n^2$,-0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,0.15748031496062992,0.0007381889763779527
127.0,$1/n^2$,-0.06299212598425197,0.0004921259842519685
127.0,$1/n^2$,-0.06299212598425197,0.0008612204724409449
127.0,$1/n^2$,-0.031496062992125984,0.00024606299212598425
127.0,$1/n^2$,0.0,0.00024606299212598425
127.0,$1/n^2$,0.06299212598425197,0.00036909448818897637
127.0,$1/n^2$,0.06299212598425197,0.00024606299212598425
127.0,$1/n^2$,0.031496062992125984,0.0008612204724409449
127.0,$1/n^2$,0.09448818897637795,0.00024606299212598425
127.0,$1/n^2$,0.031496062992125984,0.00024606299212598425
127.0,$1/n^2$,-0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,0.0,0.00024606299212598425
127.0,$1/n^2$,0.06299212598425197,0.0006151574803149606
127.0,$1/n^2$,0.0,0.00024606299212598425
127.0,$1/n^2$,0.0,0.00036909448818897637
127.0,$1/n^2$,-0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,0.0,0.0008612204724409449
127.0,$1/n^2$,0.031496062992125984,0.0004921259842519685
127.0,$1/n^2$,-0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,-0.06299212598425197,0.0006151574803149606
127.0,$1/n^2$,0.031496062992125984,0.0015994094488188976
127.0,$1/n^2$,0.0,0.00036909448818897637
127.0,$1/n^2$,0.031496062992125984,0.0007381889763779527
127.0,$1/n^2$,0.09448818897637795,0.00036909448818897637
127.0,$1/n^2$,-0.1889763779527559,0.00012303149606299212
127.0,$1/n^2$,-0.15748031496062992,0.0013533464566929134
127.0,$1/n^2$,0.031496062992125984,0.0015994094488188976
127.0,$1/n^2$,-0.12598425196850394,0.0007381889763779527
127.0,$1/n^2$,-0.1889763779527559,0.0006151574803149606
127.0,$1/n^2$,-0.031496062992125984,0.0004921259842519685
127.0,$1/n^2$,-0.06299212598425197,0.0008612204724409449
127.0,$1/n^2$,-0.09448818897637795,0.00012303149606299212
127.0,$1/n^2$,-0.2204724409448819,0.00036909448818897637
127.0,$1/n^2$,0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.2204724409448819,0.0006151574803149606
127.0,$1/n^2$,-0.031496062992125984,0.00024606299212598425
127.0,$1/n^2$,0.0,0.0004921259842519685
127.0,$1/n^2$,0.06299212598425197,0.00036909448818897637
127.0,$1/n^2$,-0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.12598425196850394,0.00012303149606299212
127.0,$1/n^2$,-0.12598425196850394,0.00036909448818897637
127.0,$1/n^2$,0.06299212598425197,0.0008612204724409449
127.0,$1/n^2$,-0.06299212598425197,0.0006151574803149606
127.0,$1/n^2$,-0.031496062992125984,0.0004921259842519685
127.0,$1/n^2$,0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.06299212598425197,0.0008612204724409449
127.0,$1/n^2$,0.1889763779527559,0.0
127.0,$1/n^2$,0.031496062992125984,0.00024606299212598425
127.0,$1/n^2$,-0.09448818897637795,0.0007381889763779527
127.0,$1/n^2$,0.06299212598425197,0.0004921259842519685
127.0,$1/n^2$,-0.12598425196850394,0.0008612204724409449
127.0,$1/n^2$,-0.09448818897637795,0.0004921259842519685
127.0,$1/n^2$,0.0,0.00024606299212598425
127.0,$1/n^2$,0.09448818897637795,0.00024606299212598425
127.0,$1/n^2$,-0.12598425196850394,0.0008612204724409449
127.0,$1/n^2$,-0.031496062992125984,0.0004921259842519685
127.0,$1/n^2$,0.0,0.000984251968503937
127.0,$1/n^2$,-0.09448818897637795,0.000984251968503937
127.0,$1/n^2$,-0.1889763779527559,0.0020915354330708663
127.0,$1/n^2$,-0.09448818897637795,0.0008612204724409449
127.0,$1/n^2$,0.031496062992125984,0.001968503937007874
127.0,$1/n^2$,0.0,0.000984251968503937
127.0,$1/n^2$,-0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,0.15748031496062992,0.0004921259842519685
127.0,$1/n^2$,-0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,-0.031496062992125984,0.0006151574803149606
127.0,$1/n^2$,0.031496062992125984,0.000984251968503937
127.0,$1/n^2$,0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,-0.031496062992125984,0.0007381889763779527
127.0,$1/n^2$,0.09448818897637795,0.00012303149606299212
127.0,$1/n^2$,0.15748031496062992,0.0017224409448818897
127.0,$1/n^2$,0.06299212598425197,0.0004921259842519685
127.0,$1/n^2$,-0.12598425196850394,0.00012303149606299212
127.0,$1/n^2$,-0.2204724409448819,0.0008612204724409449
127.0,$1/n^2$,-0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,-0.1889763779527559,0.0007381889763779527
127.0,$1/n^2$,0.0,0.00012303149606299212
127.0,$1/n^2$,0.0,0.0004921259842519685
127.0,$1/n^2$,-0.09448818897637795,0.00012303149606299212
127.0,$1/n^2$,0.06299212598425197,0.0008612204724409449
127.0,$1/n^2$,-0.031496062992125984,0.0
127.0,$1/n^2$,-0.09448818897637795,0.0
127.0,$1/n^2$,0.0,0.0007381889763779527
127.0,$1/n^2$,-0.09448818897637795,0.0012303149606299212
127.0,$1/n^2$,0.031496062992125984,0.0007381889763779527
127.0,$1/n^2$,0.06299212598425197,0.00012303149606299212
127.0,$1/n^2$,-0.031496062992125984,0.00036909448818897637
127.0,$1/n^2$,-0.031496062992125984,0.0007381889763779527
127.0,$1/n^2$,-0.09448818897637795,0.0007381889763779527
127.0,$1/n^2$,0.031496062992125984,0.000984251968503937
127.0,$1/n^2$,0.0,0.00024606299212598425
127.0,$1/n^2$,-0.031496062992125984,0.0
127.0,$1/n^2$,-0.06299212598425197,0.0007381889763779527
127.0,$1/n^2$,-0.031496062992125984,0.00012303149606299212
127.0,$1/n^2$,0.0,0.000984251968503937
127.0,$1/n^2$,-0.12598425196850394,0.0004921259842519685
127.0,$1/n^2$,0.031496062992125984,0.0
127.0,$1/n^2$,0.1889763779527559,0.00024606299212598425
127.0,$1/n^2$,-0.09448818897637795,0.0014763779527559055
127.0,$1/n^2$,-0.031496062992125984,0.000984251968503937
127.0,$1/n^2$,-0.15748031496062992,0.0020915354330708663
127.0,$1/n^2$,-0.15748031496062992,0.0014763779527559055
127.0,$1/n^2$,0.06299212598425197,0.000984251968503937
127.0,$1/n^2$,0.09448818897637795,0.000984251968503937
127.0,$1/n^2$,-0.12598425196850394,0.0004921259842519685
127.0,$1/n^2$,0.06299212598425197,0.0004921259842519685
127.0,$1/n^2$,-0.09448818897637795,0.0013533464566929134
127.0,$1/n^2$,0.031496062992125984,0.0013533464566929134
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
1.0,1/n^{3/2},-128.0,1.0
